Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8031974950,AP993J,NJ,PAS,04/25/2015,14,TRAC,FRUEH,T,34930,21680,10510,,0018,18,18,356225,T503,E1,0806A,,NY,O,21,W 58th St,,01/05/0001 12:00:00 PM,408,c,,Y,0800A,0700P,WHITE,,0,,0,C 77,14-No Standing,,,
8021517839,FJX5945,NY,PAS,05/06/2015,37,SUBN,SUBAR,T,42730,26830,41930,,0079,79,79,361813,T301,S,0508P,1205P,K,F,1100,Fulton St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2008,302-9359,0,09 3,37-Expired Muni Meter,,,
7818306316,GEK2349,NY,OMS,07/08/2014,71,4DSD,NISSA,T,27790,0,0,,0023,23,23,354098,T103,M,0201P,,NY,I,W,Park Ave,40ft S/of E 99th St,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2014,,0,CC1,71A-Insp Sticker Expired (NYS),,,
7900625720,24386JB,NY,COM,09/20/2014,47,VAN,FRUEH,T,10110,17530,17550,,0013,13,13,354181,T502,K,1107A,,NY,O,493,2nd Ave,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WHITE,,1997,,0,MC 9,47-Double PKG-Midtown,,,
8010526459,62976JM,NY,COM,03/16/2015,14,DELV,INTER,T,34650,10510,13610,,0014,14,14,355642,T106,GP,1223P,,NY,F,110,W 44th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,1998,,0,99 6,14-No Standing,,,
7792399114,763KJE,FL,PAS,03/23/2015,21,SUBN,FORD,T,7490,57390,7790,,114,114,114,361296,T401,B,0844A,,Q,F,27-12,27th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,WHITE,,0,,0,52-A,21-No Parking (street clean),,,
8013283318,79777MD,NY,COM,05/21/2015,14,VAN,FORD,T,18710,10110,10010,,0019,19,19,356243,T103,M,0229P,,NY,F,320,E 86th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2013,,0,C 77,14-No Standing,,,
7112201858,FPN4471,NY,PAS,06/27/2014,37,4DSD,HONDA,T,48830,70430,61830,,0084,84,84,361069,T301,P,0229P,0215P,K,O,185,Henry St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,2005,301-3567,0,01 3,37-Expired Muni Meter,,,
7053800593,W43BMA,NJ,PAS,08/25/2014,31,SUBN,NISSA,T,34690,10410,10510,,0018,18,18,350401,T106,A,0733A,,NY,O,59,W 46th St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0700A,0600P,WHITE,,0,,0,C 17,31-No Stand (Com. Mtr. Zone),,,
7304394080,FLUSH4,NY,COM,07/16/2014,37,VAN,GMC,T,25390,18370,18390,,0019,19,19,357716,T103,P,0155P,0101P,NY,O,833,Madison Ave,,,408,h1,,Y,0830A,0700P,WH,,2013,118-4572,0,C 77,37-Expired Muni Meter,,,
7577774200,16553ME,NY,COM,09/04/2014,38,UTIL,FORD,T,57390,7940,8140,,114,114,114,358644,T401,R,1237P,,Q,O,30-20,Newtown Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2014,,0,28 4,38-Failure to Display Muni Rec,,,
7181984111,AN444K,NJ,PAS,09/05/2014,18,DELV,MACK,T,73720,55620,27630,,0052,52,52,358190,T201,I,1251P,,BX,O,2847,Webster Ave,,01/05/0001 12:00:00 PM,408,f4,,YYYYYYY,,,RED,,0,,0,Z1 2,18-No Stand (bus lane),,,
7028589079,GRP7169,NY,PAS,10/24/2014,70,SUBN,HONDA,T,5580,5380,5530,,0078,78,78,357794,T302,I,0429P,,K,F,327,5th Ave,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GREY,,2011,,0,56 3,70A-Reg. Sticker Expired (NYS),,,
7282744051,412100N,NJ,PAS,09/19/2014,40,SUBN,ACURA,T,37190,13610,21190,,0033,33,33,355556,T800,B2,0317A,,NY,O,640,W 171st St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GREY,,0,,9,G 77,40-Fire Hydrant,,,
7028235981,AISHA,NY,RGL,05/23/2015,37,4DSD,BMW,T,51090,26640,26590,,105,105,105,361125,T402,C,0429P,0423P,Q,F,215-07,Jamaica Ave,,,408,h1,,Y,0800A,0700P,LT/,,0,430-3024,0,15 4,37-Expired Muni Meter,,,
7334794503,GEL3581,NY,PAS,02/04/2015,38,SUBN,CHRYS,T,13610,37050,37070,,0033,33,33,361786,T103,J,0257P,,NY,F,3920,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2001,,0,15 7,38-Failure to Display Muni Rec,,,
8012482253,FLC5487,NY,PAS,03/06/2015,20,SUBN,CHEVR,T,8590,44790,53990,,109,109,109,357763,T401,E,0812A,,Q,F,135-05,35th Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BLUE,,0,,0,03 4,20A-No Parking (Non-COM),,,
1368968466,BKV5085,NY,PAS,09/01/2014,71,SDN,VOLKS,P,0,0,0,,108,108,108,943467,0108,0000,0510P,,Q,,,S/E C/O 64 ST,48 AVE,01/05/0001 12:00:00 PM,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,
7714306075,20107AD,NY,COM,08/28/2014,21,DELV,GMC,T,18370,24890,10210,,0019,19,19,361067,T103,D,1203P,,NY,F,141,E 69th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,SILVE,,1992,,0,16 7,21-No Parking (street clean),,,
8007320866,DSW6150,NY,PAS,09/11/2014,70,SUBN,FORD,T,14380,58125,58840,,0063,63,63,351343,T302,A,0414P,,K,F,2942,Avenue P,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BL,,1997,,0,19 3,70A-Reg. Sticker Expired (NYS),,,
8025776219,GFK6633,NY,PAS,06/24/2015,21,SUBN,ME/BE,T,41490,68690,14240,,112,112,112,355544,T401,M,0939A,,Q,F,67-124,Dartmouth St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,WH,,2013,,0,K-AM,21-No Parking (street clean),,,
7330662392,XU904A,NJ,PAS,06/19/2015,14,DELV,INTER,T,32630,17290,17310,,0010,10,10,351268,T502,J,1008A,,NY,F,27,Union Sq,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,02 6,14-No Standing,,,
7381046623,T661657C,NY,OMT,04/28/2015,37,SUBN,CHEVR,T,24290,17790,18040,,103,103,103,355123,T402,A,0450P,0444P,Q,O,88-11,165th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,2014,408-1854,0,02 4,37-Expired Muni Meter,,,
7047336448,RED42R,NJ,PAS,06/26/2014,38,SUBN,ACURA,T,12810,20190,26790,,0005,5,5,361035,T101,D,0606P,,NY,F,66,Bayard St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,BLACK,,0,,0,50 1,38-Failure to Display Muni Rec,,,
7853377563,DWC2972,NY,PAS,05/30/2015,20,4DSD,HYUND,T,34030,10510,10610,,0009,9,9,331356,T501,J,0319P,,NY,F,157,W 13th St,,01/05/0001 12:00:00 PM,408,d,,Y,0800A,0600P,GREY,,2007,,0,06 6,20A-No Parking (Non-COM),,,
7931392115,55111MB,NY,COM,09/24/2014,20,VAN,FRUEH,T,29890,0,0,,0007,7,7,357068,T101,N,0158P,1200P,NY,I,S,Rivington St,10ft E/of Columbia S,,408,d,,YYYYYYY,,,BROWN,,2012,,0,01 1,20-No Parking (Com Plate),,,
7585679415,SUT57D,NJ,PAS,04/08/2015,20,SUBN,LEXUS,T,34290,0,0,,0014,14,14,348649,T108,E,0808A,,NY,I,N,W 26th St,26ft E/of 9th Ave,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,GREY,,0,,0,01 8,20A-No Parking (Non-COM),,,
7795562050,JHE5491,PA,PAS,08/12/2014,21,4DSD,HONDA,T,55430,60430,24330,,0094,94,94,353983,T301,A,1136A,,K,F,694,Leonard St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BLACK,,0,,0,17 3,21-No Parking (street clean),,,
7622794582,2237892,ME,PAS,07/10/2014,66,TRLR,NS/OT,T,0,0,0,,105,105,105,359572,T402,Y,0603P,,Q,I,E,185th St,300ft N/of 149th Ave,01/05/0001 12:00:00 PM,408,k4,,,,,WHITE,,0,,0,M 42,66-Detached Trailer,,,
7774290060,FRP9155,NY,PAS,05/02/2015,20,SUBN,NISSA,T,27060,49120,65320,,0048,48,48,340075,T201,D,0718A,,BX,O,804,E 180th St,,01/05/0001 12:00:00 PM,408,d,,Y,0700A,0700P,GY,,2006,,0,C 21,20A-No Parking (Non-COM),,,
7798714388,EBV2348,NY,PAS,08/13/2014,38,PICK,TOYOT,T,76950,52320,38520,,0043,43,43,359621,T202,A,1000A,,BX,F,1636,Westchester Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,OTHER,,2007,,0,03A,38-Failure to Display Muni Rec,,,
7344780252,11952JY,NY,COM,05/21/2015,14,VAN,CHEVR,T,24330,22390,35780,,113,113,113,356537,T402,P,0427P,,Q,O,134-25,166th Pl,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2007,,0,M 42,14-No Standing,,,
1382983750,K20396K,PA,PAS,05/16/2015,21,SUBN,ME/BE,S,10880,16880,16930,,0062,62,0,901997,KS11,0000,0811A,,K,F,2340,86 ST,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,0,-,0,,,,,
8006170216,GJS9286,PA,PAS,03/09/2015,38,4DSD,ME/BE,T,22680,21480,21730,,0060,60,60,350442,T302,P,0421P,,K,F,243,Brighton Beach Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,0,,0,41 3,38-Failure to Display Muni Rec,,,
8013241312,GLU5349,NY,PAS,02/20/2015,40,2DSD,MERCU,T,24830,5580,5680,,0078,78,78,353177,T802,B,1009P,,K,F,647,Carroll St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,TN,,2002,,5,G 31,40-Fire Hydrant,,,
7387059100,GEZ1391,NY,PAS,10/10/2014,71,SUBN,KIA,T,14920,10005,75125,,0050,50,50,359599,T201,G,0525P,,BX,F,5935,Broadway,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2009,,0,30 2,71A-Insp Sticker Expired (NYS),,,
7839551579,71286MD,NY,COM,07/03/2014,14,DELV,INTER,T,34690,10410,10510,,0018,18,18,358204,T106,M,1145A,,NY,F,39,W 46th St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0600P,RED,,2014,,0,99 6,14-No Standing,,,
8012480220,DJE4374,NY,PAS,02/25/2015,71,VAN,FORD,T,37395,0,0,,114,114,114,358178,T401,A,1050A,,Q,I,N,Brooklyn Queens Expy,40ft E/of Bulova,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2001,,0,32 4,71A-Insp Sticker Expired (NYS),,,
8011874895,J407034,NJ,PAS,04/11/2015,37,SUBN,JEEP,T,10910,34150,34170,,0010,10,10,358195,T106,X,0424P,0357P,NY,O,150,9th Ave,,,408,h1,,Y,0800A,1000P,BLACK,,0,135-3013,0,99 6,37-Expired Muni Meter,,,
1381956415,GRM9966,NY,PAS,05/09/2015,19,SDN,VOLKS,P,25130,35530,69130,,0070,70,70,955675,0070,0000,0548P,,K,O,1620,CATON AV,,01/05/0001 12:00:00 PM,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
7029084111,GEK7962,NY,PAS,12/17/2014,20,SUBN,FORD,T,92430,14630,88510,,0062,62,62,359301,T302,C,1057A,,K,O,2113,West St,,01/05/0001 12:00:00 PM,408,d,,Y,0800A,0600P,WH,,2013,,0,33 3,20A-No Parking (Non-COM),,,
7090988107,25001MD,NY,COM,09/25/2014,19,VAN,FRUEH,T,59990,16190,16295,,112,112,112,358595,T401,K,0752A,,Q,F,118-14,Queens Blvd,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WHITE,,2013,,0,61-A,19-No Stand (bus stop),,,
7836551568,77948JY,NY,COM,07/08/2014,18,VAN,WORKH,T,34450,10410,10510,,0014,14,14,346204,T502,J,0203P,,NY,F,50,W 34th St,,01/05/0001 12:00:00 PM,408,f4,,YYYYY,0700A,0700P,BROWN,,2008,,0,A 17,18-No Stand (bus lane),,,
8000690925,XS447D,NJ,PAS,09/08/2014,40,VAN,MITSU,T,35590,15710,11710,,0024,24,24,356262,T103,I,1041A,,NY,F,161,W 91st St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,OTHER,,0,,7,51 7,40-Fire Hydrant,,,
1379331134,T644338C,NY,SRF,02/23/2015,98,SDN,TOYOT,P,9130,6180,6280,,0066,66,66,932984,0066,0000,1010A,,K,F,1123,51 STREET,,01/05/0001 12:00:00 PM,408,K6,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
7974346553,89600JV,NY,COM,04/06/2015,38,DELV,FRUEH,T,10110,18310,18330,,0019,19,19,361906,T103,K,1234P,,NY,F,1264,2nd Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0300P,WHITE,,2006,,0,57 7,38-Failure to Display Muni Rec,,,
7625172843,25044MB,NY,COM,03/12/2015,85,VAN,FORD,T,10940,61090,59990,,108,108,108,354064,T803,A,0123A,1000P,Q,O,4321,51st St,,01/05/0001 12:00:00 PM,408,k5,,,,,WH,,2012,,0,D 42,85-Storage-3 hour Commercial,,,
7580651786,60971MC,NY,COM,09/30/2014,69,VAN,CHEVR,T,30650,12950,26010,,0001,1,1,361338,T105,C,0549P,,NY,O,2A,S William St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WHITE,,2012,,0,088,69-Failure to Disp Muni Recpt,,,
7432734215,GMZ5829,NY,PAS,02/05/2015,71,4DSD,NISSA,T,59520,26670,40520,,0041,41,41,358910,T202,X,0257P,,BX,F,1222,Prospect Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,0,,0,P 23,71A-Insp Sticker Expired (NYS),,,
7428285069,M60AMB,NJ,PAS,07/12/2014,38,4DSD,ME/BE,T,10010,18470,18490,,0019,19,19,358939,T103,J,1054A,,NY,F,1433,1st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,0,,0,C 77,38-Failure to Display Muni Rec,,,
7411835596,GHD8826,NY,PAS,10/24/2014,37,SUBN,BMW,T,36060,74870,12225,,0052,52,52,358224,T201,I,0143P,0125P,BX,F,2925,Goulden Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,1000P,BL,,2007,225-3173,0,T 21,37-Expired Muni Meter,,,
7744229241,99161MD,NY,COM,08/01/2014,21,DELV,INTER,T,25860,72650,46420,,0040,40,40,355281,T801,A,0130A,,BX,O,885,E 140th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1200A,0300A,WH,,2006,,0,B 21,21-No Parking (street clean),,,
8030952934,USAUN,CT,PAS,02/11/2015,19,4DSD,CADIL,T,18430,10010,45590,,0019,19,19,353098,T103,X,0132P,,NY,F,434,E 72nd St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BLACK,,0,,0,01 7,19-No Stand (bus stop),,,
7401990260,GPW8342,NY,PAS,01/16/2015,46,4DSD,HONDA,T,78550,74120,74150,,0044,44,44,353126,T201,M,0121P,,BX,O,978,Woodycrest Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,WH,,2014,,0,Q 21,46A-Double Parking (Non-COM),,,
7401990260,GPW8342,NY,PAS,01/16/2015,46,4DSD,HONDA,T,78550,74120,74150,,0044,44,44,353126,T201,M,0121P,,BX,O,978,Woodycrest Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,WH,,2014,,0,Q 21,46A-Double Parking (Non-COM),,,
7659400629,95301MD,NY,COM,12/18/2014,14,VAN,FRUEH,T,36270,24690,10610,,0025,25,25,355672,T103,Q,0325P,,NY,F,120,W 125th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,2014,,0,C 77,14-No Standing,,,
8028102920,24935JZ,NY,COM,04/04/2015,14,VAN,CHEVR,T,34530,11720,11110,,0014,14,14,346409,T106,A,0843A,,NY,O,554,W 38th St,,01/05/0001 12:00:00 PM,408,c,,Y,0800A,1000P,WHITE,,2009,,0,99 6,14-No Standing,,,
7709975604,EXJ1889,NY,PAS,07/10/2014,20,4DSD,HONDA,T,36010,10410,24690,,0028,28,28,333386,T103,B,0741A,,NY,O,41,W 112th St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,0700A,0400P,BK,,1999,,0,CC3,20A-No Parking (Non-COM),,,
7663423057,EVV8214,NY,PAS,09/16/2014,46,SUBN,DODGE,T,47290,12140,12040,,104,104,104,358655,T401,P,0129P,,Q,F,59-36,Grand Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,BK,,2010,,0,12 7,46A-Double Parking (Non-COM),,,
8002997621,DPV5946,NY,PAS,10/20/2014,16,PICK,FORD,T,20890,32685,23190,,0001,1,1,351929,T105,C,0305P,,NY,F,146,Franklin St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0700A,0700P,GY,,2003,,0,099,16A-No Std (Com Veh) Non-COM,,,
7999571830,IBULDNY,NY,SRF,02/10/2015,20,SUBN,ME/BE,T,18350,10110,10010,,0019,19,19,338894,T103,E,1257P,,NY,F,315,E 68th St,,01/05/0001 12:00:00 PM,408,d,,Y,0700A,0700P,GREY,,2012,,0,03 7,20A-No Parking (Non-COM),,,
8006303484,59062MA,NY,COM,07/14/2014,42,VAN,FORD,T,17530,27800,24890,,0013,13,13,355632,T102,K,0106P,,NY,O,109,E 27th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0300P,WH,,2009,144-3492,0,99 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
7450302123,GDP8082,NY,PAS,02/13/2015,38,4DSD,TOYOT,T,53790,20840,20940,,106,106,106,361047,T402,G,1222P,,Q,F,115-10,Liberty Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2012,,0,24 4,38-Failure to Display Muni Rec,,,
1380392251,28982PC,NY,COM,04/04/2015,78,TRUC,VOLVO,S,16520,28740,53720,,0047,47,0,600318,BX12,0000,1020P,,BX,O,4366,BULLARD AVENUE,,01/05/0001 12:00:00 PM,408,K6,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
7808198833,CXZ9796,NY,PAS,09/11/2014,71,SUBN,FORD,T,8630,6480,6580,,0066,66,66,354029,T302,J,0219P,,K,F,1466,41st St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,TN,,2013,,0,S 32,71A-Insp Sticker Expired (NYS),,,
8027409421,HDU674,MI,PAS,05/14/2015,40,4DSD,FORD,T,16290,14240,14390,,112,112,112,354034,T402,P,0957P,,Q,F,68-20,78th St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,3,G 42,40-Fire Hydrant,,,
8014394719,25259JZ,NY,COM,06/30/2015,46,PICK,CHEVR,T,36470,13610,29690,,0033,33,33,358635,T103,M,0255P,1200P,NY,F,606,W 135th St,,,408,F1,,,,,WH,,2009,,0,N 77,46B-Double Parking (Com-100Ft),,,
1374067600,EXA3694,NY,PAS,08/20/2014,21,SDN,NISSA,S,38200,41030,14080,,0069,69,0,980319,KS18,0000,0837A,,K,F,940,E 103 ST,,01/05/0001 12:00:00 PM,408,D1,,BBYBBBB,0830A,1000A,GREEN,0,2002,-,0,,,,,
7701984215,BAY14TH,NY,SRF,06/17/2015,21,4DSD,CHEVR,T,30630,16080,16130,,0062,62,62,361277,T302,C,1153A,,K,O,1542,Cropsey Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,GY,,2006,,0,27 3,21-No Parking (street clean),,,
7984740112,EHS6299,NY,PAS,09/10/2014,14,SUBN,CADIL,T,17990,10410,25390,,0018,18,18,351919,T503,D1,0224P,,NY,F,20,E 50th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BK,,2013,,0,CC1,14-No Standing,,,
7390621930,GLP7179,NY,PAS,08/28/2014,21,2DSD,HONDA,T,19390,0,0,,0025,25,25,355316,T103,X,1151A,,NY,I,S,E 122nd St,120ft W/of Park Ave,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2009,,0,CC1,21-No Parking (street clean),,,
8002448110,94831MA,NY,COM,02/23/2015,10,UTIL,FRUEH,T,10810,34530,34550,,0014,14,14,345063,T106,D,1050A,,NY,F,589,8th Ave,,01/05/0001 12:00:00 PM,408,b,,YYYYYYY,,,GR,,2008,,0,99 6,10-No Stopping,,,
7037679811,ESB5554,NY,PAS,01/06/2015,14,4DSD,BMW,T,15710,35710,35770,,0024,24,24,358643,T103,M,0305P,,NY,F,795,Columbus Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,0400P,BL,,2013,,0,G 77,14-No Standing,,,
7037679811,ESB5554,NY,PAS,01/06/2015,14,4DSD,BMW,T,15710,35710,35770,,0024,24,24,358643,T103,M,0305P,,NY,F,795,Columbus Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,0400P,BL,,2013,,0,G 77,14-No Standing,,,
7137897551,BLANKPLATE,99,999,08/21/2014,51,SUBN,ME/BE,T,8740,0,0,,114,114,114,358629,T401,D,0421P,,Q,I,N,36th St,150ft W/of Northern,01/05/0001 12:00:00 PM,408,e3,,,,,BLACK,,0,,0,01 4,51-Sidewalk,,,
1379208452,T638949C,NY,SRF,02/10/2015,19,SUBN,CHEVR,P,67530,14730,14780,,0061,61,61,952608,0061,0000,0404P,,K,F,2736,OCEAN AVE,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
7810562332,11754ME,NY,COM,10/17/2014,53,VAN,FORD,T,30620,11510,24990,,0001,1,1,355710,T101,M,0836A,,NY,O,311,South End Ave,,01/05/0001 12:00:00 PM,408,f6,,,,,WH,,2006,,0,G 10,53-Safety Zone,,,
7907725951,M60BMH,NJ,PAS,08/10/2014,67,SUBN,TOYOT,T,14710,0,0,,0001,1,1,330039,T501,G,1042A,,NY,I,N,Chambers St,40ft E/of North End,01/05/0001 12:00:00 PM,408,f7,,,,,SILVE,,0,,0,CU 9,67-Blocking Ped. Ramp,,,
8008090352,87702JW,NY,COM,06/03/2015,37,VAN,CHEVR,T,35210,15710,11710,,0019,19,19,361862,T103,K,1251P,1102A,NY,F,111,W 72nd St,,,408,h1,,Y,0900A,1000P,BL,,2007,143-3392,0,47 7,37-Expired Muni Meter,,,
8004442304,13026JY,NY,COM,04/01/2015,14,VAN,GMC,T,10010,18230,18250,,0019,19,19,358615,T103,S,0549P,,NY,F,1140,1st Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0200P,0700P,WHITE,,2007,,0,51 7,14-No Standing,,,
8013662329,19040PC,NY,IRP,12/05/2014,47,TK,INTER,T,10610,34430,34450,,0014,14,14,358245,T102,C,0717A,,NY,F,431,7th Ave,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WH,,2012,,0,08 6,47-Double PKG-Midtown,,,
7204756691,GVM4195,NY,PAS,02/17/2015,37,4DSD,LEXUS,T,6480,9780,9830,,0066,66,66,358949,T302,P,0306P,1003A,K,F,6403,14th Ave,,,408,h1,,Y,0900A,0700P,BLACK,,2015,349-3005,0,01 3,37-Expired Muni Meter,,,
1381934390,EHR2125,NY,PAS,05/22/2015,46,SUBN,HONDA,P,11230,77130,58830,,0068,68,68,928157,0068,0000,1105A,,K,F,20,93 STREET,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GR,0,2005,-,0,,,,,
7757931400,GCL8123,NY,PAS,06/16/2015,38,4DSD,HYUND,T,40890,23850,23990,,106,106,106,361843,T402,C,0433P,,Q,F,159-25,Cross Bay Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2012,,0,27 4,38-Failure to Display Muni Rec,,,
7663451521,GCM6237,NY,PAS,05/18/2015,38,SUBN,FORD,T,68290,15990,16140,,110,110,110,359566,T401,S,1221P,,Q,F,76-10,Woodside Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2013,,0,51-A,38-Failure to Display Muni Rec,,,
7726626835,AJF3457,NY,PAS,05/05/2015,38,4DSD,HONDA,T,46190,14240,14390,,104,104,104,357059,T401,J,0510P,,Q,F,68-11,Fresh Pond Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2001,,0,69,38-Failure to Display Muni Rec,,,
7884168753,20187JT,NY,COM,11/25/2014,42,VAN,FORD,T,32600,13610,10610,,0014,14,14,358658,T106,H,0125P,,NY,O,5,Times Sq,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0600P,BL,,2003,145-3143,0,84 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
7092197363,FZV3982,NY,PAS,09/05/2014,20,SUBN,HYUND,T,6890,9840,9940,,108,108,108,357061,T401,N,0137P,,Q,O,43-02,22nd St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BLACK,,2013,,0,H 41,20A-No Parking (Non-COM),,,
7059300739,GNH3317,NY,PAS,10/03/2014,38,SUBN,JEEP,T,17350,10110,10010,,0013,13,13,357751,T102,I,0209P,,NY,O,303,E 18th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2012,,0,C 17,38-Failure to Display Muni Rec,,,
8007463665,T514684C,NY,OMT,09/26/2014,31,4DSD,LINCO,T,10810,34790,34810,,0018,18,18,350424,T106,J,0603P,,NY,O,858,8th Ave,,01/05/0001 12:00:00 PM,408,l3,,Y,0700A,0700P,BK,,2008,,0,99 6,31-No Stand (Com. Mtr. Zone),,,
8007190417,GLU6531,NY,PAS,12/03/2014,71,4DSD,TOYOT,T,47990,63990,36790,,108,108,108,358867,T401,N,0309P,,Q,F,32-19,Greenpoint Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2010,,0,P 41,71A-Insp Sticker Expired (NYS),,,
8001135240,2TV997,OK,PAS,08/25/2014,78,VAN,FORD,T,35630,84730,12330,,0070,70,70,346022,T802,A,1158P,,K,O,150,E 18th St,,01/05/0001 12:00:00 PM,408,k6,,YYYYYYY,0900P,0500A,WHITE,,0,,0,I 31,78-Nighttime PKG on Res Street,,,
7949199763,52858JY,NY,COM,09/19/2014,16,VAN,FORD,T,16150,0,0,,0005,5,5,355699,T101,B,0920A,0841A,NY,I,W,Crosby St,40ft N/of Spring St,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0800A,0600P,WH,,2008,,0,15 1,16-No Std (Com Veh) Com Plate,,,
